city_slug,city_query,search_page,search_position,title,url,address,score_raw,score_right,stars,preferred_partner,travel_sustainable_badge,sustainability_level_raw,room_type_count,property_type,sub_staff,sub_facilities,sub_cleanliness,sub_comfort,sub_value_for_money,sub_location,sub_free_wifi,facility_group_count,popular_facility_count,badge_count,popular_facilities_str,facility_groups_str
putrajaya,"Putrajaya, Malaysia",1,10,Putrajaya 1808 Homestay,https://www.booking.com/hotel/my/putrajaya-1808.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALtorXVBsACAdICJGMxZjM1NGU4LWY5ZGItNDA5Ny1iZmQxLTQxMjU1ODdmNmYxNtgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=211506602_405006585_15_0_0_105882&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=10&highlighted_blocks=211506602_405006585_15_0_0_105882&hpos=10&matching_block_id=211506602_405006585_15_0_0_105882&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=211506602_405006585_15_0_0_105882_112500&srepoch=1789743481&srpvid=e6a96936425601a3&type=total&ucfs=1&,"8, Jalan P15 H4/5  Presint 15, 62050 Putrajaya, Malaysia",9.0 Wonderful · 32 reviews,9.0 Rated: Wonderful 9 – based on 32 reviews Expand ratings and reviews section Wonderful 32 reviews,4,False,False,,6,Booking.com,9.1,9.3,9.7,9.6,9.7,9.7,10,17,8,0,Non-smoking rooms | Free parking | Basic free Wifi (13 Mbps) | Family rooms | Non-smoking rooms | Free parking | Basic free Wifi (13 Mbps) | Family rooms,"Great for your stay | Parking
Free private parking is available on site (reservation is not needed). | Internet
Basic free Wifi 13 Mbps. Suitable for streaming content and making video calls. Speed test carried out by the host. | Kitchen | Bedroom | Bathroom | Living Area | Media & Technology | Room amenities | Accessibility | Outdoors | Activities | Outdoor & View | Building Characteristics | Front Desk Services | Miscellaneous | Languages Spoken"
putrajaya,"Putrajaya, Malaysia",1,11,Dwiputra Presint 15 at Putrajaya,https://www.booking.com/hotel/my/mabe-homestay-presint-15.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALtorXVBsACAdICJGMxZjM1NGU4LWY5ZGItNDA5Ny1iZmQxLTQxMjU1ODdmNmYxNtgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=696596001_287464989_6_0_0_60363&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=11&highlighted_blocks=696596001_287464989_6_0_0_60363&hpos=11&matching_block_id=696596001_287464989_6_0_0_60363&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=696596001_287464989_6_0_0_60363_44910&srepoch=1789743481&srpvid=e6a96936425601a3&type=total&ucfs=1&,"Jalan P15 B1-02-11,Dwiputra Residences,Presint 15, 62050 Putrajaya, Malaysia",8.8 Excellent · 34 reviews,8.8 Rated: Excellent 8.8 – based on 34 reviews Expand ratings and reviews section Excellent 34 reviews,4,False,False,,9,Booking.com,9.8,9.1,9.1,9.3,9.1,9.8,8.8,25,20,0,Outdoor swimming pool | Airport shuttle | Non-smoking rooms | Spa and wellness center | Fitness center | Free parking | Good free Wifi (24 Mbps) | Facilities for disabled guests | Restaurant | Family rooms | Outdoor swimming pool | Airport shuttle | Non-smoking rooms | Spa and wellness center | Fitness center | Free parking | Good free Wifi (24 Mbps) | Facilities for disabled guests | Restaurant | Family rooms,"Great for your stay | Parking
Free private parking is available on site (reservation is not needed). | Internet
Good free Wifi 24 Mbps. Suitable for streaming HD content and making video calls. Speed test carried out by the host. | Kitchen | Bedroom | Bathroom | Living Area | Media & Technology | Room amenities | Accessibility | Outdoors | Outdoor swimming pool
Free! | Spa | Food & Drink | Activities | Outdoor & View | Building Characteristics | Transportation | Front Desk Services | Entertainment & Family Services | Cleaning Services | Shops | Miscellaneous | Safety & security | Languages Spoken"
putrajaya,"Putrajaya, Malaysia",1,12,MFA Putrajaya Homestay,https://www.booking.com/hotel/my/fj-holiday-house.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALtorXVBsACAdICJGMxZjM1NGU4LWY5ZGItNDA5Ny1iZmQxLTQxMjU1ODdmNmYxNtgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=475797601_388259470_0_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=12&highlighted_blocks=475797601_388259470_0_0_0&hpos=12&matching_block_id=475797601_388259470_0_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=475797601_388259470_0_0_0__21000&srepoch=1789743481&srpvid=e6a96936425601a3&type=total&ucfs=1&,"Jalan P15-12A, Presint 15, 62000 Putrajaya, Malaysia",7.9 Good · 29 reviews,7.9 Rated: Good 7.9 – based on 29 reviews Expand ratings and reviews section Good 29 reviews,4,False,False,,3,Booking.com,8.8,8.4,9,8.9,8.6,9.1,7.5,21,16,0,Outdoor swimming pool | Airport shuttle | Non-smoking rooms | Fitness center | Free parking | Fast free Wifi 102 Mbps) | Facilities for disabled guests | Family rooms | Outdoor swimming pool | Airport shuttle | Non-smoking rooms | Fitness center | Free parking | Fast free Wifi 102 Mbps) | Facilities for disabled guests | Family rooms,"Great for your stay | Parking
Free private parking is available on site (reservation is needed). | Internet
Fast free Wifi 102 Mbps. Suitable for streaming 4K content and making video calls on multiple devices. Speed test carried out by the host. | Kitchen | Bedroom | Bathroom | Living Area | Media & Technology | Room amenities | Accessibility | Outdoors | Outdoor swimming pool
Free! | Spa | Activities | Outdoor & View | Building Characteristics | Transportation | Front Desk Services | Miscellaneous | Safety & security | Languages Spoken"
putrajaya,"Putrajaya, Malaysia",1,13,Kami Tami Japandi Poolview,https://www.booking.com/hotel/my/kami-tami-japandi-poolview.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALtorXVBsACAdICJGMxZjM1NGU4LWY5ZGItNDA5Ny1iZmQxLTQxMjU1ODdmNmYxNtgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=1211308801_393814321_2_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=13&highlighted_blocks=1211308801_393814321_2_0_0&hpos=13&matching_block_id=1211308801_393814321_2_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=1211308801_393814321_2_0_0__19200&srepoch=1789743481&srpvid=e6a96936425601a3&type=total&ucfs=1&,"Jalan P5 Antara Residence, 62200 Putrajaya, Malaysia",9.0 Wonderful · 110 reviews,9.0 Rated: Wonderful 9 – based on 110 reviews Expand ratings and reviews section Wonderful 110 reviews,4,False,False,,3,Booking.com,9.3,9.2,9.4,9.3,9.6,9,7.5,13,8,0,Outdoor swimming pool | Non-smoking rooms | Free parking | Free Wifi | Outdoor swimming pool | Non-smoking rooms | Free parking | Free Wifi,"Great for your stay | Parking
Free private parking is available on site (reservation is not needed). | Internet
Wifi is available in all areas and is free of charge. | Kitchen | Bathroom | Media & Technology | Room amenities | Outdoors | Outdoor swimming pool
Free! | Outdoor & View | Front Desk Services | Miscellaneous | Languages Spoken"
putrajaya,"Putrajaya, Malaysia",1,14,Enclave Business Hotel,https://www.booking.com/hotel/my/enclave-business-putrajaya.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALtorXVBsACAdICJGMxZjM1NGU4LWY5ZGItNDA5Ny1iZmQxLTQxMjU1ODdmNmYxNtgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=476697202_331773661_0_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=14&highlighted_blocks=476697202_331773661_0_0_0&hpos=14&matching_block_id=476697202_331773661_0_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=476697202_331773661_0_0_0__19702&srepoch=1789743481&srpvid=e6a96936425601a3&type=total&ucfs=1&,"18, Jalan Diplomatik, Diplomatik Enclave,  Presint 15 , 62050 Putrajaya, W.P Putrajaya, 62050 Putrajaya, Malaysia",8.3 Very Good · 743 reviews,8.3 Rated: Very Good 8.3 – based on 743 reviews Expand ratings and reviews section Very Good 743 reviews,0,False,False,,21,Booking.com,8.7,8.4,8.5,8.5,8.5,9.1,7.6,15,10,0,Non-smoking rooms | Room service | Parking | Free Wifi | Facilities for disabled guests | Non-smoking rooms | Room service | Parking | Free Wifi | Facilities for disabled guests,"Great for your stay | Bathroom | Bedroom | Kitchen | Room amenities | Living Area | Media & Technology | Internet
Wifi is available in all areas and is free of charge. | Parking
Public parking is available at a location nearby (reservation is not possible) and charges may apply. | Front Desk Services | Cleaning Services | Safety & security | General | Accessibility | Languages Spoken"
putrajaya,"Putrajaya, Malaysia",1,15,Smile Hotel Putrajaya,https://www.booking.com/hotel/my/smile-putrajaya.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALtorXVBsACAdICJGMxZjM1NGU4LWY5ZGItNDA5Ny1iZmQxLTQxMjU1ODdmNmYxNtgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=939813104_423612541_2_0_0_349851&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=15&highlighted_blocks=939813104_423612541_2_0_0_349851&hpos=15&matching_block_id=939813104_423612541_2_0_0_349851&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=939813104_423612541_2_0_0_349851_13900&srepoch=1789743481&srpvid=e6a96936425601a3&type=total&ucfs=1&,"67 Jalan Diplomatik present 15 diplomatik,, 62050 Putrajaya, Malaysia",7.4 Good · 960 reviews,7.4 Rated: Good 7.4 – based on 960 reviews Expand ratings and reviews section Good 960 reviews,1,False,False,,25,Booking.com,8.3,7.6,7.8,7.8,7.9,8.6,6.7,13,8,0,Non-smoking rooms | Room service | Free Wifi | Family rooms | Non-smoking rooms | Room service | Free Wifi | Family rooms,"Great for your stay | Bathroom | Bedroom | Room amenities | Living Area | Media & Technology | Food & Drink | Internet
Wifi is available in the rooms and is free of charge. | Parking
No parking available. | Services | Safety & security | General | Languages Spoken"
putrajaya,"Putrajaya, Malaysia",1,16,Glamping Wetland Putrajaya,https://www.booking.com/hotel/my/glamping-wetland-putrajaya.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALtorXVBsACAdICJGMxZjM1NGU4LWY5ZGItNDA5Ny1iZmQxLTQxMjU1ODdmNmYxNtgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=1195792901_391852713_2_1_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=16&highlighted_blocks=1195792901_391852713_2_1_0&hpos=1&matching_block_id=1195792901_391852713_2_1_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=1195792901_391852713_2_1_0__21660&srepoch=1789743478&srpvid=e6a96936425601a3&type=total&ucfs=1&,"Persiaran Persekutuan, 62000 Putrajaya, Malaysia",7.6 Good · 85 reviews,7.6 Rated: Good 7.6 – based on 85 reviews Expand ratings and reviews section Good 85 reviews,0,False,False,,7,Booking.com,8.7,7.9,8.3,8.2,7.9,8.2,7.5,13,10,0,Pool – outdoor (kids) | Non-smoking rooms | Free Wifi | Family rooms | Breakfast | Pool – outdoor (kids) | Non-smoking rooms | Free Wifi | Family rooms | Breakfast,"Great for your stay | Bathroom | Bedroom | View | Outdoors | Kitchen | Living Area | Internet
Wifi is available in all areas and is free of charge. | Parking
No parking available. | General | Pool – outdoor (kids)
Free! | Spa | Languages Spoken"
putrajaya,"Putrajaya, Malaysia",1,17,Zenith Hotel Putrajaya,https://www.booking.com/hotel/my/zenith-putrajaya.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALtorXVBsACAdICJGMxZjM1NGU4LWY5ZGItNDA5Ny1iZmQxLTQxMjU1ODdmNmYxNtgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=365999702_0_2_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=17&highlighted_blocks=365999702_0_2_0_0&hpos=2&matching_block_id=365999702_0_2_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=365999702_0_2_0_0__25881&srepoch=1789743478&srpvid=e6a96936425601a3&type=total&ucfs=1&,"Jalan P2a Presint 2, 62250 Putrajaya, Malaysia","8.4 Very Good · 2,581 reviews","8.4 Rated: Very Good 8.4 – based on 2,581 reviews Expand ratings and reviews section Very Good 2,581 reviews",5,False,False,,69,Booking.com,9,8.6,8.6,8.7,8.5,9.2,8.6,21,20,0,Outdoor swimming pool | Non-smoking rooms | Spa and wellness center | Fitness center | Room service | Free parking | Free Wifi | Tea/Coffee Maker in All Rooms | Bar | Very Good Breakfast | Outdoor swimming pool | Non-smoking rooms | Spa and wellness center | Fitness center | Room service | Free parking | Free Wifi | Tea/Coffee Maker in All Rooms | Bar | Very Good Breakfast,"Great for your stay | Bathroom | Bedroom | View | Outdoors | Kitchen | Room amenities | Living Area | Media & Technology | Food & Drink | Internet
Wifi is available in all areas and is free of charge. | Parking
Free private parking is available on site (reservation is not needed). | Front Desk Services | Cleaning Services | Business Facilities | Safety & security | General | Accessibility | Outdoor swimming pool
Free! | Spa | Languages Spoken"
putrajaya,"Putrajaya, Malaysia",1,18,Conezion Apartment near to IOI City Mall Putrajaya Free Parking,https://www.booking.com/hotel/my/gaya-suite-conezion-ioi-resort-city-putrajaya-by-cloudhost.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALtorXVBsACAdICJGMxZjM1NGU4LWY5ZGItNDA5Ny1iZmQxLTQxMjU1ODdmNmYxNtgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=654876601_409638820_4_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=18&highlighted_blocks=654876601_409638820_4_0_0&hpos=3&matching_block_id=654876601_409638820_4_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=654876601_409638820_4_0_0__27810&srepoch=1789743478&srpvid=e6a96936425601a3&type=total&ucfs=1&,"IOI Resort City, Lebuh IRC Conezion Residence, 62502 Putrajaya, Malaysia",8.5 Very Good · 101 reviews,8.5 Rated: Very Good 8.5 – based on 101 reviews Expand ratings and reviews section Very Good 101 reviews,4,False,False,,15,Booking.com,8.6,8.8,8.8,8.9,8.5,9.1,7.5,21,10,0,Outdoor swimming pool | Non-smoking rooms | Fitness center | Free parking | Free Wifi | Outdoor swimming pool | Non-smoking rooms | Fitness center | Free parking | Free Wifi,"Great for your stay | Parking
Free private parking is available on site (reservation is needed). | Internet
Wifi is available in all areas and is free of charge. | Kitchen | Bedroom | Bathroom | Living Area | Media & Technology | Room amenities | Accessibility | Outdoors | Common Areas | Outdoor swimming pool
Free! | Spa | Outdoor & View | Building Characteristics | Entertainment & Family Services | Shops | Miscellaneous | Safety & security | Languages Spoken"
putrajaya,"Putrajaya, Malaysia",1,19,Palm Armada Residence Free Parking and Netflix,https://www.booking.com/hotel/my/palm-armada-residence.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALtorXVBsACAdICJGMxZjM1NGU4LWY5ZGItNDA5Ny1iZmQxLTQxMjU1ODdmNmYxNtgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=228351101_354470006_6_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=19&highlighted_blocks=228351101_354470006_6_0_0&hpos=4&matching_block_id=228351101_354470006_6_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=228351101_354470006_6_0_0__32000&srepoch=1789743478&srpvid=e6a96936425601a3&type=total&ucfs=1&,"B1-19-12, Dwiputra Residence, Presint 15 P15 H 1/3, 62000 Putrajaya, Malaysia",8.9 Excellent · 53 reviews,8.9 Rated: Excellent 8.9 – based on 53 reviews Expand ratings and reviews section Excellent 53 reviews,4,False,False,,3,Booking.com,9.3,9.2,9.3,9.6,9.5,9.6,,23,10,0,Outdoor swimming pool | Non-smoking rooms | Fitness center | Free parking | Free Wifi | Outdoor swimming pool | Non-smoking rooms | Fitness center | Free parking | Free Wifi,"Great for your stay | Parking
Free private parking is available on site (reservation is not needed). | Internet
Wifi is available in all areas and is free of charge. | Kitchen | Bedroom | Bathroom | Living Area | Media & Technology | Room amenities | Accessibility | Outdoors | Outdoor swimming pool
Free! | Spa | Food & Drink | Activities | Outdoor & View | Building Characteristics | Entertainment & Family Services | Cleaning Services | Shops | Miscellaneous | Safety & security | Languages Spoken"
putrajaya,"Putrajaya, Malaysia",1,20,Mslim Friendly Stay at Bayu Aisyah Putrajaya,https://www.booking.com/hotel/my/bayu-aisyah-a-serenity-stay-at-putrajaya-p11.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALtorXVBsACAdICJGMxZjM1NGU4LWY5ZGItNDA5Ny1iZmQxLTQxMjU1ODdmNmYxNtgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=1379624801_412926401_6_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=20&highlighted_blocks=1379624801_412926401_6_0_0&hpos=5&matching_block_id=1379624801_412926401_6_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=1379624801_412926401_6_0_0__28710&srepoch=1789743478&srpvid=e6a96936425601a3&type=total&ucfs=1&,"Bayu Aisyah Homestay, Presint 11, Putrajaya, 62300 Putrajaya, Malaysia",9.6 Exceptional · 82 reviews,9.6 Rated: Exceptional 9.6 – based on 82 reviews Expand ratings and reviews section Exceptional 82 reviews,4,False,False,,4,Booking.com,9.8,9.7,9.9,9.8,9.8,9.7,10,18,8,0,Non-smoking rooms | Free parking | Free Wifi | Family rooms | Non-smoking rooms | Free parking | Free Wifi | Family rooms,"Great for your stay | Parking
Free private parking is available on site (reservation is not needed). | Internet
Wifi is available in all areas and is free of charge. | Kitchen | Bedroom | Bathroom | Living Area | Media & Technology | Room amenities | Accessibility | Outdoors | Food & Drink | Outdoor & View | Building Characteristics | Front Desk Services | Miscellaneous | Safety & security | Languages Spoken"
sabah,Kota Kinabalu,1,1,The Shore Kota Kinabalu Borneo Grand Roam Suites,https://www.booking.com/hotel/my/the-shore-kota-kinabalu-city-centre-by-roam.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKNk7XVBsACAdICJDg3MGRkYzQxLTAzODItNGRmNS1hYmE2LWZmMTgyODNiZjkwN9gCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=1587900202_430504318_2_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=1587900202_430504318_2_0_0&hpos=1&matching_block_id=1587900202_430504318_2_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=1587900202_430504318_2_0_0__14004&srepoch=1789741467&srpvid=e0136546eb7f0004&type=total&ucfs=1&,"The Shore, Jalan Lapan Belas, Pusat Bandar Kota Kinabalu,, 88000 Kota Kinabalu, Malaysia",9.0 Wonderful · 4 reviews,9.0 Rated: Wonderful 9 – based on 4 reviews Expand ratings and reviews section Wonderful 4 reviews,4,False,False,,25,Booking.com,9.4,8.7,9.4,9.4,9.4,9.4,,19,4,0,Outdoor swimming pool | Free Wifi | Outdoor swimming pool | Free Wifi,"Great for your stay | Parking
No parking available. | Internet
Wifi is available in all areas and is free of charge. | Kitchen | Bedroom | Bathroom | Living Area | Media & Technology | Room amenities | Accessibility | Outdoors | Outdoor swimming pool
Free! | Spa | Outdoor & View | Front Desk Services | Entertainment & Family Services | Miscellaneous | Safety & security | Languages Spoken"
sabah,Kota Kinabalu,1,2,Hyatt Regency Kinabalu,https://www.booking.com/hotel/my/hyatt-regency-kinabalu.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKNk7XVBsACAdICJDg3MGRkYzQxLTAzODItNGRmNS1hYmE2LWZmMTgyODNiZjkwN9gCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=28270316_418604385_2_2_0_709304&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=2&highlighted_blocks=28270316_418604385_2_2_0_709304&hpos=2&matching_block_id=28270316_418604385_2_2_0_709304&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=28270316_418604385_2_2_0_709304_39900&srepoch=1789741467&srpvid=e0136546eb7f0004&type=total&ucfs=1&,"Jalan Datuk Salleh Sulong, 88991 Kota Kinabalu, Malaysia","8.5 Very Good · 1,064 reviews","8.5 Rated: Very Good 8.5 – based on 1,064 reviews Expand ratings and reviews section Very Good 1,064 reviews",5,False,True,Certified,65,Booking.com,9.1,8.4,8.8,8.9,8.3,9.1,8.5,15,20,5,Outdoor swimming pool | Non-smoking rooms | Room service | Fitness center | Private Parking | Free Wifi | 4 restaurants | Facilities for disabled guests | Family rooms | Good Breakfast | Outdoor swimming pool | Non-smoking rooms | Room service | Fitness center | Private Parking | Free Wifi | 4 restaurants | Facilities for disabled guests | Family rooms | Good Breakfast,"Great for your stay | Activities | Food & Drink | Internet
Wifi is available in the rooms and is free of charge. | Parking
Private parking is available on site (reservation is not needed) and charges may apply. | Front Desk Services | Entertainment & Family Services | Cleaning Services | Business Facilities | Safety & security | General | Accessibility | Outdoor swimming pool
Free! | Spa | Languages Spoken"
sabah,Kota Kinabalu,1,3,AutumnSweetHomes,https://www.booking.com/hotel/my/autumnsweethomes.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKNk7XVBsACAdICJDg3MGRkYzQxLTAzODItNGRmNS1hYmE2LWZmMTgyODNiZjkwN9gCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=1468662106_418182000_0_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=3&highlighted_blocks=1468662106_418182000_0_0_0&hpos=3&matching_block_id=1468662106_418182000_0_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=1468662106_418182000_0_0_0__20412&srepoch=1789741467&srpvid=e0136546eb7f0004&type=total&ucfs=1&,"Bay Suites Floor13th, 1313, 88400 Kota Kinabalu, Malaysia",4.5 Disappointing · 2 reviews,4.5 Rated: Disappointing 4.5 – based on 2 reviews Expand ratings and reviews section Disappointing 2 reviews,0,False,False,,45,Booking.com,5,5,5,5,5,5,,19,12,0,Indoor swimming pool | Non-smoking rooms | Private Parking | Restaurant | Family rooms | Tea/Coffee Maker in All Rooms | Indoor swimming pool | Non-smoking rooms | Private Parking | Restaurant | Family rooms | Tea/Coffee Maker in All Rooms,"Great for your stay | Bathroom | Bedroom | View | Outdoors | Kitchen | Room amenities | Living Area | Media & Technology | Food & Drink | Internet
No internet access available. | Parking
Private parking is available on site (reservation is not needed) and costs MYR 1 per hour. | Services | Front Desk Services | Safety & security | General | Indoor swimming pool
Free! | Spa | Languages Spoken"
sabah,Kota Kinabalu,1,4,Golden Kinabalu,https://www.booking.com/hotel/my/golden-kinabalu.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKNk7XVBsACAdICJDg3MGRkYzQxLTAzODItNGRmNS1hYmE2LWZmMTgyODNiZjkwN9gCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=1394764601_411387492_2_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=4&highlighted_blocks=1394764601_411387492_2_0_0&hpos=4&matching_block_id=1394764601_411387492_2_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=1394764601_411387492_2_0_0__18000&srepoch=1789741467&srpvid=e0136546eb7f0004&type=total&ucfs=1&,"The Shore Jalan Lapan Belas, 88000 Kota Kinabalu, Malaysia",8.7 Excellent · 11 reviews,8.7 Rated: Excellent 8.7 – based on 11 reviews Expand ratings and reviews section Excellent 11 reviews,0,False,False,,5,Booking.com,8.7,8.7,9.7,9.3,9,9,,16,10,0,Swimming pool | Non-smoking rooms | Private Parking | Free Wifi | Family rooms | Swimming pool | Non-smoking rooms | Private Parking | Free Wifi | Family rooms,"Great for your stay | Parking
Private parking is available on site (reservation is not needed) and costs MYR 1 per hour. | Internet
Wifi is available in all areas and is free of charge. | Kitchen | Bedroom | Bathroom | Living Area | Media & Technology | Room amenities | Accessibility | Outdoors | Swimming pool | Outdoor & View | Building Characteristics | Miscellaneous | Languages Spoken"
